(0,0,0)	193
(1,1,1)	10
(1,1,2)	7
(1,1,3)	10
(1,1,4)	8
(1,1,5)	5
(1,1,7)	4
(1,1,8)	2
(1,1,9)	2
(1,1,10)	6
(1,1,11)	6
(1,1,12)	2
(1,1,13)	2
(1,1,14)	4
(1,1,15)	6
(1,1,17)	3
(1,1,18)	2
(1,1,19)	3
(1,1,20)	5
(1,1,21)	5
(1,1,22)	6
(1,1,23)	3
(1,2,1)	6
(1,2,2)	10
(1,2,3)	6
(1,2,4)	1
(1,2,5)	4
(1,2,6)	4
(1,2,7)	4
(1,2,8)	7
(1,2,9)	4
(1,2,10)	4
(1,2,11)	3
(1,2,12)	2
(1,2,13)	3
(1,2,14)	4
(1,2,15)	5
(1,2,16)	4
(1,2,17)	3
(1,2,18)	2
(1,2,19)	4
(1,2,20)	3
(1,2,21)	2
(1,2,22)	1
(1,2,23)	8
(1,2,24)	3
(1,2,25)	4
(1,2,26)	4
(1,2,27)	3
(1,2,30)	4
(1,2,31)	3
(1,2,32)	6
(1,2,33)	4
(1,2,34)	4
(1,3,1)	6
(1,3,2)	4
(1,3,3)	3
(1,3,4)	3
(1,3,5)	2
(1,3,6)	3
(1,3,7)	4
(1,3,8)	6
(1,3,9)	4
(1,3,10)	5
(1,3,11)	2
(1,3,12)	5
(1,3,13)	1
(1,3,14)	2
(1,3,15)	7
(1,3,16)	4
(1,3,17)	5
(1,3,18)	6
(1,3,19)	2
(1,3,20)	4
(1,3,21)	3
(1,3,22)	3
(1,3,23)	5
(1,3,24)	5
(1,3,25)	6
(1,3,26)	3
(1,3,28)	2
(1,3,29)	3
(1,3,30)	2
(1,3,31)	4
(1,3,32)	3
(1,3,33)	2
(1,3,34)	3
(1,3,35)	3
(1,3,36)	6
(1,3,37)	5
(1,3,38)	3
(1,3,39)	2
(1,3,40)	4
(1,3,41)	5
(1,3,42)	3
(1,3,43)	2
(1,3,44)	4
(1,4,1)	4
(1,4,2)	2
(1,4,3)	4
(1,4,4)	5
(1,4,5)	6
(1,4,6)	5
(1,4,7)	5
(1,4,8)	1
(1,4,9)	2
(1,4,10)	1
(1,4,11)	5
(1,4,12)	3
(1,4,13)	6
(1,4,14)	3
(1,4,15)	3
(1,4,16)	2
(1,4,17)	6
(1,4,18)	5
(1,4,19)	5
(1,4,20)	2
(1,4,21)	7
(1,4,22)	3
(1,4,23)	2
(1,4,24)	2
(1,4,25)	4
(1,4,26)	2
(1,4,27)	3
(1,4,28)	2
(1,4,29)	1
(1,4,30)	2
(1,4,31)	2
(1,4,32)	4
(1,4,33)	2
(1,5,1)	2
(1,5,2)	3
(1,5,3)	2
(1,5,4)	1
(1,5,5)	1
(1,5,6)	2
(1,5,7)	6
(1,5,8)	5
(1,5,9)	2
(1,5,10)	8
(1,5,11)	4
(1,5,12)	3
(1,5,13)	6
(1,5,14)	8
(1,5,15)	5
(1,5,16)	6
(1,5,17)	2
(1,5,18)	3
(1,5,19)	7
(1,5,20)	4
(1,5,21)	2
(1,5,22)	5
(1,5,23)	7
(1,5,24)	5
(1,5,25)	4
(1,5,26)	5
(1,5,27)	3
(1,5,28)	3
(1,5,29)	4
(1,5,30)	4
(1,5,31)	1
(1,5,32)	3
(1,5,33)	1
(1,5,34)	3
(1,5,35)	1
(1,5,36)	3
(1,5,37)	2
(1,5,38)	4
(1,5,39)	2
(1,5,40)	9
(1,6,1)	2
(1,6,2)	3
(1,6,3)	6
(1,6,4)	4
(1,6,5)	1
(1,6,6)	4
(1,6,7)	6
(1,6,8)	3
(1,6,9)	4
(1,6,10)	2
(1,6,11)	6
(1,6,12)	6
(1,6,13)	8
(1,6,14)	6
(1,6,15)	3
(1,6,16)	6
(1,6,17)	5
(1,6,18)	4
(1,6,19)	4
(1,6,20)	4
(1,6,21)	4
(1,6,22)	5
(1,6,23)	4
(1,6,24)	2
(1,6,25)	4
(1,6,26)	4
(1,6,27)	4
(1,6,28)	4
(1,6,29)	5
(1,6,30)	3
(1,6,31)	3
(1,6,32)	3
(1,6,33)	4
(1,6,34)	5
(1,6,35)	5
(1,6,36)	5
(1,6,37)	2
(1,6,38)	5
(1,6,39)	4
(1,7,1)	2
(1,7,2)	6
(1,7,3)	4
(1,7,4)	4
(1,7,5)	4
(1,7,6)	5
(1,7,7)	2
(1,7,8)	3
(1,7,9)	1
(1,7,10)	2
(1,7,11)	2
(1,7,12)	5
(1,7,13)	5
(1,7,14)	6
(1,7,15)	4
(1,7,16)	8
(1,7,17)	6
(1,7,18)	5
(1,7,19)	2
(1,7,20)	5
(1,7,21)	3
(1,7,22)	1
(1,7,23)	2
(1,7,24)	2
(1,7,25)	1
(1,7,26)	4
(1,7,27)	2
(1,7,28)	2
(1,7,29)	2
(1,7,30)	5
(1,7,31)	3
(1,7,32)	5
(1,7,33)	5
(1,7,34)	4
(1,7,35)	2
(1,7,36)	1
(1,7,37)	3
(1,7,38)	4
(1,7,41)	2
(1,7,42)	5
(1,7,43)	2
(1,7,44)	4
(1,7,45)	4
(1,7,46)	3
(1,7,47)	4
(1,7,48)	3
(1,7,49)	7
(1,7,50)	1
(1,7,51)	3
(1,7,52)	3
