fixed	4	383	aMsa	<ls>ŚAT. BR. 3,5,1,5. 6.</ls>	<ls>ŚAT. BR. 3,5,1,5.</ls> <ls n="ŚAT. BR. 3,5,1,">6.</ls>
fixed	4	6376	aNguli	<ls>ŚAT. BR. 3,1,4,23. 8,4,1.</ls>	<ls>ŚAT. BR. 3,1,4,23.</ls> <ls n="ŚAT. BR. 3,">8,4,1.</ls>
True	4	6382	aNguli	<ls>ŚAT. BR. 1,2,2,18.</ls>	
True	4	6509	aNguzWa	<ls>ŚAT. BR. 1,3,5,7.</ls>	
True	4	6509	aNguzWa	<ls n="ŚAT. BR.">3,1,2,4.</ls>	
None	4	6664	ac	<ls>ŚAT. BR. 3,4,3,2-5.</ls>	
True	4	6687	ac	<ls>ŚAT. BR. 2,4,2,1.</ls>	
True	4	6690	ac	<ls>ŚAT. BR. 3,2,1,5.</ls>	
None	4	6694	ac	<ls>ŚAT. BR. 5,1. 4,5.</ls>	
True	4	6705	ac	<ls>ŚAT. BR. 13,8,4,5.</ls>	
True	4	6707	ac	<ls>ŚAT. BR. 3,1,3,25.</ls>	
True	4	6707	ac	<ls n="ŚAT. BR. 3,">2,1,36.</ls>	
True	4	6708	ac	<ls n="ŚAT. BR.">3,2,1,6.</ls>	
True	4	6709	ac	<ls n="ŚAT. BR.">1,6,3,17.</ls>	
True	4	6709	ac	<ls n="ŚAT. BR. 1,">7,1,1.</ls>	
True	4	6709	ac	<ls n="ŚAT. BR.">3,3,4,10.</ls>	
True	4	6709	ac	<ls n="ŚAT. BR. 3,">5,2,18.</ls>	
True	4	6724	ac	<ls>ŚAT. BR. 3,3,2,14.</ls>	
fixed	4	7142	acCAvAka	<ls>ŚAT. BR. 3,6,2,12. 13. 4,2,3,14. 3,1,1. 4,22. 5,4,5,22.</ls>	<ls>ŚAT. BR. 3,6,2,12.</ls> <ls n="ŚAT. BR. 3,6,2,">13.</ls> <ls n="ŚAT. BR.">4,2,3,14.</ls> <ls n="ŚAT. BR. 4,">3,1,1.</ls> <ls n="ŚAT. BR. 4,3,">4,22.</ls> <ls n="ŚAT. BR.">5,4,5,22.</ls>
True	4	7149	acCAvAka	<ls>ŚAT. BR. 13,3,4,6.</ls>	
True	4	7188	acCidra	<ls>ŚAT. BR. 1,1,3,6</ls>	
True	4	7189	acCidra	<ls n="ŚAT. BR. 1,1,">4,23</ls>	
True	4	7303	acyuta	<ls>ŚAT. BR. 1,6,1,6.</ls>	
True	4	7304	acyuta	<ls n="ŚAT. BR.">1,4,2,16.</ls>	
True	4	7304	acyuta	<ls n="ŚAT. BR. 1,">5,3,22.</ls>	
True	4	7304	acyuta	<ls n="ŚAT. BR. 1,">6,2,5.</ls>	
True	4	7304	acyuta	<ls n="ŚAT. BR. 1,">7,3,10.</ls>	
True	4	7304	acyuta	<ls n="ŚAT. BR. 1,">9,1,9.</ls>	
True	4	7384	aj	<ls>ŚAT. BR. 2,4,3,4.</ls>	
True	4	7384	aj	<ls n="ŚAT. BR.">5,1,1,3.</ls>	
True	4	7458	aja	<ls>ŚAT. BR. 2,1,4,3.</ls>	
fixed	4	7464	aja	<ls>ŚAT. BR. 3,3,3,8. 9. 4,5,5,2. 5. 5,2,1,24.</ls>	<ls>ŚAT. BR. 3,3,3,8.</ls> <ls n="ŚAT. BR. 3,3,3,">9.</ls> <ls n="ŚAT. BR.">4,5,5,2.</ls> <ls n="ŚAT. BR. 4,5,5,">5.</ls> <ls n="ŚAT. BR.">5,2,1,24.</ls>
True	4	7476	aja	<ls>ŚAT. BR. 4,5,5,6.</ls>	
True	4	7476	aja	<ls n="ŚAT. BR.">13,3,3,3.</ls>	
True	4	7580	ajakAva	<ls>ŚAT. BR. 4,1,5,19.</ls>	
True	4	7978	ajarya	<ls>ŚAT. BR. 3,4,2,4.</ls>	
fixed	4	7989	ajarzaBa	<ls>ŚAT. BR. 5,2,1,21. 24.</ls>	<ls>ŚAT. BR. 5,2,1,21.</ls> <ls n="ŚAT. BR. 5,2,1,">24.</ls>
True	4	8123	ajAta	<ls>ŚAT. BR. 2,5,2,3.</ls>	
True	4	8231	ajAmitA	<ls>ŚAT. BR. 1,3,2,8.</ls>	
True	4	8231	ajAmitA	<ls n="ŚAT. BR.">4,2,2,9.</ls>	
True	4	8241	ajAvika	<ls>ŚAT. BR. 4,5,5,4.</ls>	
fixed	4	8350	ajina	<ls>ŚAT. BR. 5,2,1,21. 24.</ls>	<ls>ŚAT. BR. 5,2,1,21.</ls> <ls n="ŚAT. BR. 5,2,1,">24.</ls>
True	4	8400	ajinavAsin	<ls>ŚAT. BR. 3,9,1,12.</ls>	
True	4	8955	aYj	<ls>ŚAT. BR. 5,1,3,6.</ls>	
True	4	9172	aYjali	<ls>ŚAT. BR. 3,3,2,13.</ls>	
True	4	9174	aYjali	<ls>ŚAT. BR. 4,5,10,7.</ls>	
True	4	9179	aYjali	<ls>ŚAT. BR. 13,8,4,5.</ls>	
True	4	9193	aYjali	<ls>ŚAT. BR. 1,4,5,1.</ls>	
True	4	9278	aYjasA	<ls>ŚAT. BR. 2,7,3,7.</ls>	
True	4	9279	aYjasA	<ls n="ŚAT. BR.">13,2,3,2.</ls>	
True	4	9279	aYjasA	<ls n="ŚAT. BR. 13,">5,3,6.</ls>	
True	4	9283	aYjasA	<ls>ŚAT. BR. 2,2,1,22.</ls>	
True	4	9283	aYjasA	<ls n="ŚAT. BR. 2,">4,4,17.</ls>	
True	4	9297	aYjasA	<ls>ŚAT. BR. 1,9,1,24.</ls>	
True	4	9683	awRAra	<ls>ŚAT. BR. 13,5,4,4.</ls>	
True	4	9804	aRiman	<ls>ŚAT. BR. 3,8,3,18.</ls>	
True	4	9834	aRIyaMs	<ls>ŚAT. BR. 5,3,2,7.</ls>	
True	4	10310	atas	<ls>ŚAT. BR. 1,1,4,21.</ls>	
fixed	4	10498	ati	<ls>ŚAT. BR. 3,2,4,20. 3,1,2.</ls>	<ls>ŚAT. BR. 3,2,4,20.</ls> <ls n="ŚAT. BR. 3,">3,1,2.</ls>
True	4	10771	atigrAhya	<ls>ŚAT. BR. 4,5,4,2. fgg.</ls>	
True	4	10863	aticCandas	<ls>ŚAT. BR. 3,3,2,11.</ls>	
True	4	10863	aticCandas	<ls n="ŚAT. BR.">4,6,9,13.</ls>	
True	4	10863	aticCandas	<ls n="ŚAT. BR.">5,4,3,22.</ls>	
True	4	10863	aticCandas	<ls n="ŚAT. BR.">13,5,1,9.</ls>	
True	4	10929	atitarAm	<ls>ŚAT. BR. 1,4,3,1.</ls>	
True	4	10993	atiTi	<ls>ŚAT. BR. 3,4,1,2. fgg.</ls>	
True	4	11199	atinAzwra	<ls>ŚAT. BR. 1,8,1,3.</ls>	
True	4	11325	atipitar	<ls>ŚAT. BR. 14,9,4,29.</ls>	
True	4	11330	atipitAmaha	<ls>ŚAT. BR. 14,9,4,29.</ls>	
fixed	4	11335	atipUta	<ls>ŚAT. BR. 5,5,4,11. 13. 33.</ls>	<ls>ŚAT. BR. 5,5,4,11.</ls> <ls n="ŚAT. BR. 5,5,4,">13.</ls> <ls n="ŚAT. BR. 5,5,4,">33.</ls>
True	4	11341	atipUruza	<ls>ŚAT. BR. 13,5,4,7.</ls>	
True	4	11583	atimAna	<ls>ŚAT. BR. 5,1,1,1.</ls>	
True	4	11617	atimukta	<ls>ŚAT. BR. 2,3,3,10.</ls>	
fixed	4	11655	atimukti	<ls>ŚAT. BR. 2,3,3,9. 14,6,1,5. 8.</ls>	<ls>ŚAT. BR. 2,3,3,9.</ls> <ls n="ŚAT. BR.">14,6,1,5.</ls> <ls n="ŚAT. BR. 14,6,1,">8.</ls>
True	4	11677	atimokza	<ls>ŚAT. BR. 14,6,1,8.</ls>	
True	4	11787	atirAtra	<ls>ŚAT. BR. 3,9,3,33.</ls>	
True	4	11787	atirAtra	<ls n="ŚAT. BR.">4,6,3,3.</ls>	
True	4	12060	ativoQar	<ls>ŚAT. BR. 13,8,4,6.</ls>	
True	4	12076	ativyADin	<ls>ŚAT. BR. 14,6,8,2.</ls>	
True	4	12258	atizWA	<ls>ŚAT. BR. 14,5,1,2.</ls>	
True	4	12259	atizWA	<ls>ŚAT. BR. 13,5,1,9.</ls>	
True	4	12262	atizWA	<ls>ŚAT. BR. 4,5,4,2.</ls>	
True	4	12263	atizWA	<ls n="ŚAT. BR.">5,3,3,6.</ls>	
True	4	12269	atizWAvan	<ls>ŚAT. BR. 4,5,4,1.</ls>	
True	4	12269	atizWAvan	<ls n="ŚAT. BR. 4,5,4,">2.</ls>	
True	4	12270	atizWAvan	<ls n="ŚAT. BR.">5,4,2,5.</ls>	
True	4	12285	atisaMDam	<ls>ŚAT. BR. 1,7,4,3.</ls>	
True	4	12392	atisfzwi	<ls>ŚAT. BR. 14,4,2,14.</ls>	
True	4	12482	atIkzRa	<ls>ŚAT. BR. 5,2,1,7.</ls>	
True	4	12512	atIreka	<ls>ŚAT. BR. 4,5,10,8.</ls>	
True	4	12574	atuza	<ls>ŚAT. BR. 2,5,2,14.</ls>	
True	4	12612	atfRAda	<ls>ŚAT. BR. 14,4,3,5.</ls>	
True	4	12662	atejaska	<ls>ŚAT. BR. 14,6,8,8.</ls>	
True	4	12705	attar	<ls>ŚAT. BR. 14,5,2,5.</ls>	
fixed	4	12705	attar	<ls>ŚAT. BR. 1,3,2,11. 5,2,2. 8,2,17. 4,2,1,3. 6,1,2,25.</ls>	<ls>ŚAT. BR. 1,3,2,11.</ls> <ls n="ŚAT. BR. 1,">5,2,2.</ls> <ls n="ŚAT. BR. 1,">8,2,17.</ls> <ls n="ŚAT. BR.">4,2,1,3.</ls> <ls n="ŚAT. BR.">6,1,2,25.</ls>
True	4	12733	atti	<ls>ŚAT. BR. 14,5,2,5.</ls>	
True	4	12877	atyantika	<ls>ŚAT. BR. 3,5,3,19.</ls>	
True	4	13192	atra	<ls>ŚAT. BR. 3,3,4,28.</ls>	
True	4	13193	atra	<ls n="ŚAT. BR. 3,">7,1,19.</ls>	
True	4	13233	atra	<ls>ŚAT. BR. 1,1,4,17.</ls>	
True	4	13275	atra	<ls>ŚAT. BR. 14,8,14,4.</ls>	
True	4	13282	atradaGna	<ls>ŚAT. BR. 3,3,4,28.</ls>	
True	4	13301	atrasnu	<ls>ŚAT. BR. 1,9,1,5.</ls>	
True	4	13337	atri	<ls>ŚAT. BR. 4,3,4,21.</ls>	
True	4	13338	atri	<ls>ŚAT. BR. 1,4,5,13.</ls>	
True	4	13339	atri	<ls n="ŚAT. BR.">14,5,2,5.</ls>	
True	4	13429	atvac	<ls>ŚAT. BR. 5,2,1,6.</ls>	
True	4	13452	aTa	<ls>ŚAT. BR. 1,1,1,22.</ls>	
fixed	4	13458	aTa	<ls>ŚAT. BR. 1,1,1,22. 8,1,3.</ls>	<ls>ŚAT. BR. 1,1,1,22.</ls> <ls n="ŚAT. BR. 1,">8,1,3.</ls>
True	4	13566	aTa	<ls>ŚAT. BR. 1,1,3,3.</ls>	
True	4	13567	aTa	<ls n="ŚAT. BR. 1,">3,3,20.</ls>	
True	4	13615	aTa	<ls>ŚAT. BR. 1,1,1,8.</ls>	
fixed	4	13696	aTarvan	<ls>ŚAT. BR. 14,5,5,22. 7,3,28.</ls>	<ls>ŚAT. BR. 14,5,5,22.</ls> <ls n="ŚAT. BR. 14,">7,3,28.</ls>
True	4	13712	aTarvan	<ls>ŚAT. BR. 13,4,3,7.</ls>	
fixed	4	13773	aTarvANgiras	<ls>ŚAT. BR. 11,5,6,7. 14,5,4,10. 6,10,6.</ls>	<ls>ŚAT. BR. 11,5,6,7.</ls> <ls n="ŚAT. BR.">14,5,4,10.</ls> <ls n="ŚAT. BR. 14,">6,10,6.</ls>
True	4	13854	ad	<ls>ŚAT. BR. 2,5,1,6.</ls>	
True	4	13864	ad	<ls>ŚAT. BR. 2,5,2,1.</ls>	
True	4	13902	adakziRa	<ls>ŚAT. BR. 1,2,3,4.</ls>	
True	4	13902	adakziRa	<ls n="ŚAT. BR.">2,4,3,14.</ls>	
True	4	13902	adakziRa	<ls n="ŚAT. BR.">6,2,2,40.</ls>	
True	4	13913	adakziRIya	<ls>ŚAT. BR. 4,3,4,15.</ls>	
True	4	13918	adaRqya	<ls>ŚAT. BR. 5,4,4,7.</ls>	
True	4	13975	adantaka	<ls>ŚAT. BR. 1,7,4,7.</ls>	
True	4	14134	adaSan	<ls>ŚAT. BR. 3,3,3,18.</ls>	
True	4	14139	adaSamAsya	<ls>ŚAT. BR. 4,5,2,4.</ls>	
True	4	14154	adas	<ls>ŚAT. BR. 3,2,1,18.</ls>	
True	4	14154	adas	<ls n="ŚAT. BR.">6,4,1,19.</ls>	
True	4	14178	adas	<ls>ŚAT. BR. 1,1,2,22.</ls>	
True	4	14221	adas	<ls>ŚAT. BR. 1,1,4,7.</ls>	
None	4	14222	adas	<ls n="ŚAT. BR.">6,3,7.</ls>	
True	4	14253	adAna	<ls>ŚAT. BR. 4,3,4,23.</ls>	
True	4	14353	adikka	<ls>ŚAT. BR. 13,8,1,5.</ls>	
fixed	4	14399	aditi	<ls>ŚAT. BR. 3,1,3,2. 3.</ls>	<ls>ŚAT. BR. 3,1,3,2.</ls> <ls n="ŚAT. BR. 3,1,3,">3.</ls>
fixed	4	14433	aditi	<ls>ŚAT. BR. 1,1,2,23. 4,5.</ls>	<ls>ŚAT. BR. 1,1,2,23.</ls> <ls n="ŚAT. BR. 1,1,">4,5.</ls>
fixed	4	14479	adIkzita	<ls>ŚAT. BR. 3,1,1,7. 2,20.</ls>	<ls>ŚAT. BR. 3,1,1,7.</ls> <ls n="ŚAT. BR. 3,1,">2,20.</ls>
fixed	4	14632	adfzwa	<ls>ŚAT. BR. 14,6,7,31. 8,11.</ls>	<ls>ŚAT. BR. 14,6,7,31.</ls> <ls n="ŚAT. BR. 14,6,">8,11.</ls>
True	4	14691	adeva	<ls>ŚAT. BR. 14,7,1,22.</ls>	
True	4	14697	adevaka	<ls>ŚAT. BR. 3,1,4,10.</ls>	
True	4	14770	adomaya	<ls>ŚAT. BR. 14,7,2,6.</ls>	
True	4	14797	adDA	<ls>ŚAT. BR. 1,2,4,20.</ls>	
True	4	14797	adDA	<ls n="ŚAT. BR.">2,3,1,25.</ls>	
True	4	14797	adDA	<ls n="ŚAT. BR.">3,1,4,11.</ls>	
True	4	14804	adDAtamAm	<ls>ŚAT. BR. 1,6,2,9.</ls>	
True	4	14846	adButa	<ls>ŚAT. BR. 3,1,2,21.</ls>	
True	4	14983	adya	<ls>ŚAT. BR. 14,4,3,24.</ls>	
True	4	14991	adya	<ls>ŚAT. BR. 1,1,3,7.</ls>	
True	4	15050	adyasutyA	<ls>ŚAT. BR. 3,5,1,15.</ls>	
True	4	15057	adyAhfta	<ls>ŚAT. BR. 3,9,3,29.</ls>	
True	4	15415	advEta	<ls>ŚAT. BR. 14,7,1,31.</ls>	
True	4	15605	aDara	<ls>ŚAT. BR. 14,5,2,3.</ls>	
True	4	15607	aDara	<ls>ŚAT. BR. 3,4,1,22.</ls>	
True	4	15614	aDara	<ls>ŚAT. BR. 1,3,3,10.</ls>	
True	4	15772	aDarma	<ls>ŚAT. BR. 3,7,3,7.</ls>	
True	4	15772	aDarma	<ls n="ŚAT. BR.">5,2,4,13.</ls>	
True	4	15791	aDarmaya	<ls>ŚAT. BR. 14,7,2,6.</ls>	
True	4	15832	aDaHSaya	<ls>ŚAT. BR. 6,6,3,6.</ls>	
True	4	15864	aDas	<ls>ŚAT. BR. 14,6,1,10.</ls>	
True	4	15865	aDas	<ls>ŚAT. BR. 14,9,4,2.</ls>	
True	4	15866	aDas	<ls>ŚAT. BR. 1,1,1,11.</ls>	
True	4	15894	aDas	<ls>ŚAT. BR. 4,6,9,13.</ls>	
True	4	15895	aDas	<ls n="ŚAT. BR.">5,1,2,18.</ls>	
True	4	15931	aDastarAm	<ls>ŚAT. BR. 1,5,4,5.</ls>	
True	4	15960	aDastAt	<ls>ŚAT. BR. 1,1,1,11.</ls>	
True	4	15961	aDastAt	<ls n="ŚAT. BR. 1,">2,1,6.</ls>	
True	4	15962	aDastAt	<ls n="ŚAT. BR. 1,">9,1,8.</ls>	
True	4	15965	aDastAt	<ls>ŚAT. BR. 14,4,2,23.</ls>	
True	4	15996	aDaspada	<ls>ŚAT. BR. 2,2,3,10.</ls>	
True	4	15997	aDaspada	<ls n="ŚAT. BR.">13,1,2,9.</ls>	
True	4	16050	aDi	<ls>ŚAT. BR. 1,1,4,3.</ls>	
True	4	16101	aDi	<ls>ŚAT. BR. 1,1,4,5.</ls>	
True	4	16115	aDi	<ls>ŚAT. BR. 1,1,1,21.</ls>	
True	4	16571	aDicaraRa	<ls>ŚAT. BR. 1,9,1,8.</ls>	
fixed	4	16638	aDidevatam	<ls>ŚAT. BR. 6,5,3,3. 6,1,8. 7,1,19. 13,6,1,7. 10. 14,6,1,12. 7,76.</ls>	<ls>ŚAT. BR. 6,5,3,3.</ls> <ls n="ŚAT. BR. 6,">6,1,8.</ls> <ls n="ŚAT. BR. 6,">7,1,19.</ls> <ls n="ŚAT. BR.">13,6,1,7.</ls> <ls n="ŚAT. BR. 13,6,1,">10.</ls> <ls n="ŚAT. BR.">14,6,1,12.</ls> <ls n="ŚAT. BR. 14,6,">7,76.</ls>
False	4	16650	aDidevana	<ls>ŚAT. BR. 5,3,1,10. 4,4,20-23.</ls>	<ls>ŚAT. BR. 5,3,1,10.</ls> <ls n="ŚAT. BR. 5,">4,4,20</ls>
fixed	4	16667	aDidEvatam	<ls>ŚAT. BR. 14,4,3,33. 5,3,5.</ls>	<ls>ŚAT. BR. 14,4,3,33.</ls> <ls n="ŚAT. BR. 14,">5,3,5.</ls>
True	4	16707	aDipati	<ls>ŚAT. BR. 14,4,1,19.</ls>	
None	4	16708	aDipati	<ls n="ŚAT. BR.">5,5,15.</ls>	
None	4	16708	aDipati	<ls n="ŚAT. BR.">7,1,32.</ls>	
None	4	16708	aDipati	<ls n="ŚAT. BR. 7,">2,34.</ls>	
True	4	16708	aDipati	<ls n="ŚAT. BR.">13,4,1,14.</ls>	
True	4	16742	aDipaTam	<ls>ŚAT. BR. 13,8,1,10.</ls>	
True	4	16768	aDipezaRa	<ls>ŚAT. BR. 1,1,4,3.</ls>	
True	4	16778	aDiprazwiyuga	<ls>ŚAT. BR. 5,1,4,11.</ls>	
True	4	16795	aDiBUtam	<ls>ŚAT. BR. 14,6,7,19.</ls>	
fixed	4	16813	aDimanTana	<ls>ŚAT. BR. 3,4,1,20. 6,3,10.</ls>	<ls>ŚAT. BR. 3,4,1,20.</ls> <ls n="ŚAT. BR. 3,">6,3,10.</ls>
True	4	16868	aDiyajYa	<ls>ŚAT. BR. 14,6,7,18.</ls>	
True	4	16912	aDirAja	<ls>ŚAT. BR. 5,4,2,2.</ls>	
True	4	16971	aDilokam	<ls>ŚAT. BR. 14,6,7,16.</ls>	
True	4	17020	aDivAsa	<ls>ŚAT. BR. 13,2,8,1.</ls>	
True	4	17067	aDivedam	<ls>ŚAT. BR. 14,6,7,17.</ls>	
True	4	17087	aDiSrayitavE	<ls>ŚAT. BR. 2,3,2,8.</ls>	
True	4	17094	aDizavaRa	<ls>ŚAT. BR. 3,5,3,22.</ls>	
True	4	17099	aDizavaRa	<ls>ŚAT. BR. 3,9,4,1.</ls>	
True	4	17099	aDizavaRa	<ls n="ŚAT. BR.">14,9,4,3.</ls>	
True	4	17104	aDizavaRa	<ls>ŚAT. BR. 3,5,3,22.</ls>	
True	4	17263	aDIvAsa	<ls>ŚAT. BR. 5,3,5,22.</ls>	
None	4	17264	aDIvAsa	<ls n="ŚAT. BR.ŚAT. BR.">4,4,3.</ls>	
True	4	17296	aDunA	<ls>ŚAT. BR. 3,3,4,19.</ls>	
True	4	17303	aDunAtana	<ls>ŚAT. BR. 7,1,1,2.</ls>	
True	4	17328	aDfti	<ls>ŚAT. BR. 14,4,3,9.</ls>	
True	4	17420	aDojAnu	<ls>ŚAT. BR. 13,8,3,12.</ls>	
True	4	17446	aDopahAsa	<ls>ŚAT. BR. 14,9,4,3.</ls>	
True	4	17505	aDorAma	<ls>ŚAT. BR. 13,2,2,5.</ls>	
True	4	17552	aDyakza	<ls>ŚAT. BR. 3,8,1,15.</ls>	
True	4	17553	aDyakza	<ls n="ŚAT. BR. 3,8,">3,28</ls>	
True	4	17565	aDyakza	<ls>ŚAT. BR. 4,3,5,20.</ls>	
True	4	17648	aDyarDa	<ls>ŚAT. BR. 14,6,9,2.</ls>	
True	4	17806	aDyavahanana	<ls>ŚAT. BR. 1,1,4,3.</ls>	
True	4	17823	aDyARqA	<ls>ŚAT. BR. 13,8,1,16.</ls>	
True	4	17853	aDyAtmam	<ls>ŚAT. BR. 4,1,3,1.</ls>	
True	4	17853	aDyAtmam	<ls n="ŚAT. BR. 4,1,">4,1.</ls>	
True	4	17853	aDyAtmam	<ls n="ŚAT. BR.">6,5,3,4.</ls>	
True	4	17853	aDyAtmam	<ls n="ŚAT. BR.">13,6,1,7.</ls>	
True	4	17853	aDyAtmam	<ls n="ŚAT. BR. 13,6,1,">11.</ls>	
True	4	17853	aDyAtmam	<ls n="ŚAT. BR.">14,4,3,32.</ls>	
fixed	4	18104	aDrigu	<ls>ŚAT. BR. 13,5,1,18. 2,1.</ls>	<ls>ŚAT. BR. 13,5,1,18.</ls> <ls n="ŚAT. BR. 13,5,">2,1.</ls>
True	4	18214	aDvan	<ls>ŚAT. BR. 14,6,11,1.</ls>	
fixed	4	18278	aDvara	<ls>ŚAT. BR. 1,1,4,7. 2,5,9. 4,1,40. 2,10. 5,2,11. 6,3,19. 8,1,21.</ls>	<ls>ŚAT. BR. 1,1,4,7.</ls> <ls n="ŚAT. BR. 1,">2,5,9.</ls> <ls n="ŚAT. BR. 1,">4,1,40.</ls> <ls n="ŚAT. BR. 1,4,">2,10.</ls> <ls n="ŚAT. BR. 1,">5,2,11.</ls> <ls n="ŚAT. BR. 1,">6,3,19.</ls> <ls n="ŚAT. BR. 1,">8,1,21.</ls>
True	4	18287	aDvara	<ls>ŚAT. BR. 1,7,3,15.</ls>	
True	4	18298	aDvarakarman	<ls>ŚAT. BR. 6,6,1,4.</ls>	
True	4	18323	aDvaraprAyaScitti	<ls>ŚAT. BR. 6,6,4,11.</ls>	
True	4	18329	aDvaravant	<ls>ŚAT. BR. 1,4,1,40.</ls>	
True	4	18383	aDvaryu	<ls>ŚAT. BR. 4,6,7,19.</ls>	
True	4	18384	aDvaryu	<ls n="ŚAT. BR.">1,8,1,27.</ls>	
True	4	18384	aDvaryu	<ls n="ŚAT. BR. 1,">1,1,15.</ls>	
True	4	18384	aDvaryu	<ls n="ŚAT. BR. 1,1,">2,17.</ls>	
True	4	18399	aDvaryu	<ls>ŚAT. BR. 10,5,4,29.</ls>	
True	4	18449	an	<ls>ŚAT. BR. 2,5,3,3.</ls>	
True	4	18450	an	<ls n="ŚAT. BR. 2,5,">2,2.</ls>	
True	4	18458	an	<ls>ŚAT. BR. 14,6,5,1.</ls>	
